zone,num_passenger,date,day,time
4,61,7/1/2018,Sunday,1
12,5,7/1/2018,Sunday,1
13,151,7/1/2018,Sunday,1
24,85,7/1/2018,Sunday,1
41,169,7/1/2018,Sunday,1
42,77,7/1/2018,Sunday,1
43,221,7/1/2018,Sunday,1
45,52,7/1/2018,Sunday,1
48,840,7/1/2018,Sunday,1
50,293,7/1/2018,Sunday,1
68,357,7/1/2018,Sunday,1
74,188,7/1/2018,Sunday,1
75,339,7/1/2018,Sunday,1
79,349,7/1/2018,Sunday,1
87,162,7/1/2018,Sunday,1
88,57,7/1/2018,Sunday,1
90,340,7/1/2018,Sunday,1
100,439,7/1/2018,Sunday,1
107,517,7/1/2018,Sunday,1
113,186,7/1/2018,Sunday,1
114,109,7/1/2018,Sunday,1
116,59,7/1/2018,Sunday,1
125,74,7/1/2018,Sunday,1
137,294,7/1/2018,Sunday,1
140,372,7/1/2018,Sunday,1
141,365,7/1/2018,Sunday,1
142,502,7/1/2018,Sunday,1
143,274,7/1/2018,Sunday,1
144,84,7/1/2018,Sunday,1
148,208,7/1/2018,Sunday,1
151,270,7/1/2018,Sunday,1
152,54,7/1/2018,Sunday,1
158,92,7/1/2018,Sunday,1
161,562,7/1/2018,Sunday,1
162,556,7/1/2018,Sunday,1
163,468,7/1/2018,Sunday,1
164,401,7/1/2018,Sunday,1
166,135,7/1/2018,Sunday,1
170,520,7/1/2018,Sunday,1
186,617,7/1/2018,Sunday,1
209,35,7/1/2018,Sunday,1
211,75,7/1/2018,Sunday,1
224,112,7/1/2018,Sunday,1
229,320,7/1/2018,Sunday,1
230,772,7/1/2018,Sunday,1
231,220,7/1/2018,Sunday,1
232,38,7/1/2018,Sunday,1
233,311,7/1/2018,Sunday,1
234,297,7/1/2018,Sunday,1
236,429,7/1/2018,Sunday,1
237,381,7/1/2018,Sunday,1
238,561,7/1/2018,Sunday,1
239,697,7/1/2018,Sunday,1
243,14,7/1/2018,Sunday,1
244,56,7/1/2018,Sunday,1
246,156,7/1/2018,Sunday,1
249,204,7/1/2018,Sunday,1
261,106,7/1/2018,Sunday,1
262,293,7/1/2018,Sunday,1
263,488,7/1/2018,Sunday,1
4,137,7/1/2018,Sunday,2
12,47,7/1/2018,Sunday,2
13,493,7/1/2018,Sunday,2
24,258,7/1/2018,Sunday,2
41,365,7/1/2018,Sunday,2
42,180,7/1/2018,Sunday,2
43,1137,7/1/2018,Sunday,2
45,115,7/1/2018,Sunday,2
48,1917,7/1/2018,Sunday,2
50,865,7/1/2018,Sunday,2
68,1086,7/1/2018,Sunday,2
74,358,7/1/2018,Sunday,2
75,511,7/1/2018,Sunday,2
79,1177,7/1/2018,Sunday,2
87,436,7/1/2018,Sunday,2
88,165,7/1/2018,Sunday,2
90,871,7/1/2018,Sunday,2
100,1239,7/1/2018,Sunday,2
107,1243,7/1/2018,Sunday,2
113,616,7/1/2018,Sunday,2
114,297,7/1/2018,Sunday,2
116,92,7/1/2018,Sunday,2
125,279,7/1/2018,Sunday,2
127,3,7/1/2018,Sunday,2
137,661,7/1/2018,Sunday,2
140,878,7/1/2018,Sunday,2
141,1123,7/1/2018,Sunday,2
142,1899,7/1/2018,Sunday,2
143,719,7/1/2018,Sunday,2
144,335,7/1/2018,Sunday,2
148,488,7/1/2018,Sunday,2
151,691,7/1/2018,Sunday,2
152,66,7/1/2018,Sunday,2
158,276,7/1/2018,Sunday,2
161,1940,7/1/2018,Sunday,2
162,1709,7/1/2018,Sunday,2
163,1333,7/1/2018,Sunday,2
164,1394,7/1/2018,Sunday,2
166,255,7/1/2018,Sunday,2
170,1554,7/1/2018,Sunday,2
186,2098,7/1/2018,Sunday,2
209,86,7/1/2018,Sunday,2
211,312,7/1/2018,Sunday,2
224,205,7/1/2018,Sunday,2
229,997,7/1/2018,Sunday,2
230,2542,7/1/2018,Sunday,2
231,831,7/1/2018,Sunday,2
232,70,7/1/2018,Sunday,2
233,823,7/1/2018,Sunday,2
234,1141,7/1/2018,Sunday,2
236,1371,7/1/2018,Sunday,2
237,1282,7/1/2018,Sunday,2
238,1269,7/1/2018,Sunday,2
239,1926,7/1/2018,Sunday,2
243,13,7/1/2018,Sunday,2
244,84,7/1/2018,Sunday,2
246,779,7/1/2018,Sunday,2
249,735,7/1/2018,Sunday,2
261,415,7/1/2018,Sunday,2
262,791,7/1/2018,Sunday,2
263,1171,7/1/2018,Sunday,2
4,146,7/1/2018,Sunday,3
12,158,7/1/2018,Sunday,3
13,803,7/1/2018,Sunday,3
24,169,7/1/2018,Sunday,3
41,387,7/1/2018,Sunday,3
42,155,7/1/2018,Sunday,3
43,1820,7/1/2018,Sunday,3
45,192,7/1/2018,Sunday,3
48,2026,7/1/2018,Sunday,3
50,833,7/1/2018,Sunday,3
68,1681,7/1/2018,Sunday,3
74,353,7/1/2018,Sunday,3
75,452,7/1/2018,Sunday,3
79,1581,7/1/2018,Sunday,3
87,587,7/1/2018,Sunday,3
88,264,7/1/2018,Sunday,3
90,1395,7/1/2018,Sunday,3
100,1364,7/1/2018,Sunday,3
107,1509,7/1/2018,Sunday,3
113,1062,7/1/2018,Sunday,3
114,651,7/1/2018,Sunday,3
116,112,7/1/2018,Sunday,3
125,291,7/1/2018,Sunday,3
127,6,7/1/2018,Sunday,3
137,819,7/1/2018,Sunday,3
140,959,7/1/2018,Sunday,3
141,1565,7/1/2018,Sunday,3
142,2580,7/1/2018,Sunday,3
143,999,7/1/2018,Sunday,3
144,978,7/1/2018,Sunday,3
148,734,7/1/2018,Sunday,3
151,744,7/1/2018,Sunday,3
152,56,7/1/2018,Sunday,3
158,536,7/1/2018,Sunday,3
161,2470,7/1/2018,Sunday,3
162,2064,7/1/2018,Sunday,3
163,2004,7/1/2018,Sunday,3
164,1689,7/1/2018,Sunday,3
166,355,7/1/2018,Sunday,3
170,2370,7/1/2018,Sunday,3
186,3098,7/1/2018,Sunday,3
209,194,7/1/2018,Sunday,3
211,637,7/1/2018,Sunday,3
224,174,7/1/2018,Sunday,3
229,1169,7/1/2018,Sunday,3
230,2254,7/1/2018,Sunday,3
231,1098,7/1/2018,Sunday,3
232,66,7/1/2018,Sunday,3
233,755,7/1/2018,Sunday,3
234,1939,7/1/2018,Sunday,3
236,2027,7/1/2018,Sunday,3
237,1996,7/1/2018,Sunday,3
238,1372,7/1/2018,Sunday,3
239,2773,7/1/2018,Sunday,3
243,14,7/1/2018,Sunday,3
244,77,7/1/2018,Sunday,3
246,1872,7/1/2018,Sunday,3
249,1228,7/1/2018,Sunday,3
261,916,7/1/2018,Sunday,3
262,645,7/1/2018,Sunday,3
263,1267,7/1/2018,Sunday,3
4,98,7/1/2018,Sunday,4
12,170,7/1/2018,Sunday,4
13,800,7/1/2018,Sunday,4
24,179,7/1/2018,Sunday,4
41,292,7/1/2018,Sunday,4
42,133,7/1/2018,Sunday,4
43,1861,7/1/2018,Sunday,4
45,176,7/1/2018,Sunday,4
48,2009,7/1/2018,Sunday,4
50,773,7/1/2018,Sunday,4
68,1656,7/1/2018,Sunday,4
74,298,7/1/2018,Sunday,4
75,483,7/1/2018,Sunday,4
79,1410,7/1/2018,Sunday,4
87,575,7/1/2018,Sunday,4
88,350,7/1/2018,Sunday,4
90,1134,7/1/2018,Sunday,4
100,1266,7/1/2018,Sunday,4
107,1078,7/1/2018,Sunday,4
113,1018,7/1/2018,Sunday,4
114,729,7/1/2018,Sunday,4
116,120,7/1/2018,Sunday,4
120,6,7/1/2018,Sunday,4
125,257,7/1/2018,Sunday,4
127,4,7/1/2018,Sunday,4
128,2,7/1/2018,Sunday,4
137,678,7/1/2018,Sunday,4
140,760,7/1/2018,Sunday,4
141,1320,7/1/2018,Sunday,4
142,2218,7/1/2018,Sunday,4
143,702,7/1/2018,Sunday,4
144,890,7/1/2018,Sunday,4
148,568,7/1/2018,Sunday,4
151,655,7/1/2018,Sunday,4
152,112,7/1/2018,Sunday,4
158,546,7/1/2018,Sunday,4
161,2493,7/1/2018,Sunday,4
162,1853,7/1/2018,Sunday,4
163,1534,7/1/2018,Sunday,4
164,1428,7/1/2018,Sunday,4
166,383,7/1/2018,Sunday,4
170,1880,7/1/2018,Sunday,4
186,2573,7/1/2018,Sunday,4
209,156,7/1/2018,Sunday,4
211,856,7/1/2018,Sunday,4
224,139,7/1/2018,Sunday,4
229,909,7/1/2018,Sunday,4
230,2673,7/1/2018,Sunday,4
231,990,7/1/2018,Sunday,4
232,73,7/1/2018,Sunday,4
233,661,7/1/2018,Sunday,4
234,1955,7/1/2018,Sunday,4
236,2026,7/1/2018,Sunday,4
237,2106,7/1/2018,Sunday,4
238,1259,7/1/2018,Sunday,4
239,2342,7/1/2018,Sunday,4
243,6,7/1/2018,Sunday,4
244,83,7/1/2018,Sunday,4
246,2189,7/1/2018,Sunday,4
249,1076,7/1/2018,Sunday,4
261,896,7/1/2018,Sunday,4
262,510,7/1/2018,Sunday,4
263,1218,7/1/2018,Sunday,4
4,100,7/1/2018,Sunday,5
12,65,7/1/2018,Sunday,5
13,701,7/1/2018,Sunday,5
24,144,7/1/2018,Sunday,5
41,213,7/1/2018,Sunday,5
42,134,7/1/2018,Sunday,5
43,1015,7/1/2018,Sunday,5
45,165,7/1/2018,Sunday,5
48,2345,7/1/2018,Sunday,5
50,529,7/1/2018,Sunday,5
68,1975,7/1/2018,Sunday,5
74,298,7/1/2018,Sunday,5
75,302,7/1/2018,Sunday,5
79,1496,7/1/2018,Sunday,5
87,658,7/1/2018,Sunday,5
88,386,7/1/2018,Sunday,5
90,1165,7/1/2018,Sunday,5
100,1487,7/1/2018,Sunday,5
107,1134,7/1/2018,Sunday,5
113,891,7/1/2018,Sunday,5
114,809,7/1/2018,Sunday,5
116,86,7/1/2018,Sunday,5
125,329,7/1/2018,Sunday,5
127,10,7/1/2018,Sunday,5
137,774,7/1/2018,Sunday,5
140,618,7/1/2018,Sunday,5
141,1252,7/1/2018,Sunday,5
142,2234,7/1/2018,Sunday,5
143,599,7/1/2018,Sunday,5
144,797,7/1/2018,Sunday,5
148,653,7/1/2018,Sunday,5
151,493,7/1/2018,Sunday,5
152,68,7/1/2018,Sunday,5
158,512,7/1/2018,Sunday,5
161,2319,7/1/2018,Sunday,5
162,2297,7/1/2018,Sunday,5
163,1668,7/1/2018,Sunday,5
164,1599,7/1/2018,Sunday,5
166,277,7/1/2018,Sunday,5
170,1879,7/1/2018,Sunday,5
186,3337,7/1/2018,Sunday,5
209,147,7/1/2018,Sunday,5
211,726,7/1/2018,Sunday,5
224,137,7/1/2018,Sunday,5
229,919,7/1/2018,Sunday,5
230,2742,7/1/2018,Sunday,5
231,987,7/1/2018,Sunday,5
232,72,7/1/2018,Sunday,5
233,815,7/1/2018,Sunday,5
234,1761,7/1/2018,Sunday,5
236,1291,7/1/2018,Sunday,5
237,1536,7/1/2018,Sunday,5
238,1073,7/1/2018,Sunday,5
239,1732,7/1/2018,Sunday,5
243,22,7/1/2018,Sunday,5
244,50,7/1/2018,Sunday,5
246,1195,7/1/2018,Sunday,5
249,1207,7/1/2018,Sunday,5
261,586,7/1/2018,Sunday,5
262,513,7/1/2018,Sunday,5
263,1055,7/1/2018,Sunday,5
4,63,7/1/2018,Sunday,6
12,26,7/1/2018,Sunday,6
13,357,7/1/2018,Sunday,6
24,106,7/1/2018,Sunday,6
41,201,7/1/2018,Sunday,6
42,116,7/1/2018,Sunday,6
43,375,7/1/2018,Sunday,6
45,111,7/1/2018,Sunday,6
48,2032,7/1/2018,Sunday,6
50,396,7/1/2018,Sunday,6
68,1773,7/1/2018,Sunday,6
74,221,7/1/2018,Sunday,6
75,293,7/1/2018,Sunday,6
79,1636,7/1/2018,Sunday,6
87,360,7/1/2018,Sunday,6
88,332,7/1/2018,Sunday,6
90,818,7/1/2018,Sunday,6
100,1437,7/1/2018,Sunday,6
107,923,7/1/2018,Sunday,6
113,817,7/1/2018,Sunday,6
114,882,7/1/2018,Sunday,6
116,118,7/1/2018,Sunday,6
125,270,7/1/2018,Sunday,6
127,13,7/1/2018,Sunday,6
137,579,7/1/2018,Sunday,6
140,350,7/1/2018,Sunday,6
141,731,7/1/2018,Sunday,6
142,1081,7/1/2018,Sunday,6
143,339,7/1/2018,Sunday,6
144,708,7/1/2018,Sunday,6
148,751,7/1/2018,Sunday,6
151,318,7/1/2018,Sunday,6
152,112,7/1/2018,Sunday,6
158,477,7/1/2018,Sunday,6
161,1231,7/1/2018,Sunday,6
162,1418,7/1/2018,Sunday,6
163,897,7/1/2018,Sunday,6
164,1813,7/1/2018,Sunday,6
166,198,7/1/2018,Sunday,6
170,1525,7/1/2018,Sunday,6
186,3611,7/1/2018,Sunday,6
209,120,7/1/2018,Sunday,6
211,523,7/1/2018,Sunday,6
224,53,7/1/2018,Sunday,6
229,609,7/1/2018,Sunday,6
230,2303,7/1/2018,Sunday,6
231,769,7/1/2018,Sunday,6
232,104,7/1/2018,Sunday,6
233,488,7/1/2018,Sunday,6
234,1317,7/1/2018,Sunday,6
236,667,7/1/2018,Sunday,6
237,852,7/1/2018,Sunday,6
238,605,7/1/2018,Sunday,6
239,851,7/1/2018,Sunday,6
243,16,7/1/2018,Sunday,6
244,129,7/1/2018,Sunday,6
246,752,7/1/2018,Sunday,6
249,1308,7/1/2018,Sunday,6
261,282,7/1/2018,Sunday,6
262,215,7/1/2018,Sunday,6
263,618,7/1/2018,Sunday,6
4,228,7/1/2018,Sunday,7
12,31,7/1/2018,Sunday,7
13,169,7/1/2018,Sunday,7
24,71,7/1/2018,Sunday,7
41,213,7/1/2018,Sunday,7
42,132,7/1/2018,Sunday,7
43,189,7/1/2018,Sunday,7
45,229,7/1/2018,Sunday,7
48,2446,7/1/2018,Sunday,7
50,772,7/1/2018,Sunday,7
68,1931,7/1/2018,Sunday,7
74,173,7/1/2018,Sunday,7
75,226,7/1/2018,Sunday,7
79,4454,7/1/2018,Sunday,7
87,314,7/1/2018,Sunday,7
88,193,7/1/2018,Sunday,7
90,968,7/1/2018,Sunday,7
100,846,7/1/2018,Sunday,7
107,1302,7/1/2018,Sunday,7
113,745,7/1/2018,Sunday,7
114,2305,7/1/2018,Sunday,7
116,102,7/1/2018,Sunday,7
125,364,7/1/2018,Sunday,7
127,12,7/1/2018,Sunday,7
137,545,7/1/2018,Sunday,7
140,163,7/1/2018,Sunday,7
141,588,7/1/2018,Sunday,7
142,692,7/1/2018,Sunday,7
143,124,7/1/2018,Sunday,7
144,1029,7/1/2018,Sunday,7
148,3782,7/1/2018,Sunday,7
151,142,7/1/2018,Sunday,7
152,64,7/1/2018,Sunday,7
158,1752,7/1/2018,Sunday,7
161,588,7/1/2018,Sunday,7
162,671,7/1/2018,Sunday,7
163,924,7/1/2018,Sunday,7
164,1441,7/1/2018,Sunday,7
166,133,7/1/2018,Sunday,7
170,1092,7/1/2018,Sunday,7
186,1122,7/1/2018,Sunday,7
209,109,7/1/2018,Sunday,7
211,547,7/1/2018,Sunday,7
224,57,7/1/2018,Sunday,7
229,486,7/1/2018,Sunday,7
230,1675,7/1/2018,Sunday,7
231,861,7/1/2018,Sunday,7
232,345,7/1/2018,Sunday,7
233,340,7/1/2018,Sunday,7
234,1464,7/1/2018,Sunday,7
236,244,7/1/2018,Sunday,7
237,362,7/1/2018,Sunday,7
238,320,7/1/2018,Sunday,7
239,532,7/1/2018,Sunday,7
243,32,7/1/2018,Sunday,7
244,75,7/1/2018,Sunday,7
246,860,7/1/2018,Sunday,7
249,2347,7/1/2018,Sunday,7
261,139,7/1/2018,Sunday,7
262,76,7/1/2018,Sunday,7
263,614,7/1/2018,Sunday,7
4,79,7/1/2018,Sunday,8
13,42,7/1/2018,Sunday,8
24,48,7/1/2018,Sunday,8
41,93,7/1/2018,Sunday,8
42,89,7/1/2018,Sunday,8
43,52,7/1/2018,Sunday,8
45,65,7/1/2018,Sunday,8
48,1094,7/1/2018,Sunday,8
50,348,7/1/2018,Sunday,8
68,867,7/1/2018,Sunday,8
74,118,7/1/2018,Sunday,8
75,94,7/1/2018,Sunday,8
79,1892,7/1/2018,Sunday,8
87,102,7/1/2018,Sunday,8
88,31,7/1/2018,Sunday,8
90,489,7/1/2018,Sunday,8
100,305,7/1/2018,Sunday,8
107,468,7/1/2018,Sunday,8
113,261,7/1/2018,Sunday,8
114,627,7/1/2018,Sunday,8
116,41,7/1/2018,Sunday,8
125,182,7/1/2018,Sunday,8
137,214,7/1/2018,Sunday,8
140,78,7/1/2018,Sunday,8
141,381,7/1/2018,Sunday,8
142,209,7/1/2018,Sunday,8
143,93,7/1/2018,Sunday,8
144,525,7/1/2018,Sunday,8
148,1673,7/1/2018,Sunday,8
151,68,7/1/2018,Sunday,8
152,27,7/1/2018,Sunday,8
158,599,7/1/2018,Sunday,8
161,177,7/1/2018,Sunday,8
162,227,7/1/2018,Sunday,8
163,427,7/1/2018,Sunday,8
164,760,7/1/2018,Sunday,8
166,84,7/1/2018,Sunday,8
170,339,7/1/2018,Sunday,8
186,479,7/1/2018,Sunday,8
209,42,7/1/2018,Sunday,8
211,157,7/1/2018,Sunday,8
224,52,7/1/2018,Sunday,8
229,225,7/1/2018,Sunday,8
230,687,7/1/2018,Sunday,8
231,313,7/1/2018,Sunday,8
232,125,7/1/2018,Sunday,8
233,169,7/1/2018,Sunday,8
234,453,7/1/2018,Sunday,8
236,156,7/1/2018,Sunday,8
237,143,7/1/2018,Sunday,8
238,170,7/1/2018,Sunday,8
239,230,7/1/2018,Sunday,8
243,16,7/1/2018,Sunday,8
244,22,7/1/2018,Sunday,8
246,615,7/1/2018,Sunday,8
249,718,7/1/2018,Sunday,8
261,45,7/1/2018,Sunday,8
262,69,7/1/2018,Sunday,8
263,292,7/1/2018,Sunday,8
4,115,7/2/2018,Monday,1
12,11,7/2/2018,Monday,1
13,508,7/2/2018,Monday,1
24,181,7/2/2018,Monday,1
41,239,7/2/2018,Monday,1
42,109,7/2/2018,Monday,1
43,469,7/2/2018,Monday,1
45,46,7/2/2018,Monday,1
48,2080,7/2/2018,Monday,1
50,514,7/2/2018,Monday,1
68,988,7/2/2018,Monday,1
74,257,7/2/2018,Monday,1
75,411,7/2/2018,Monday,1
79,876,7/2/2018,Monday,1
87,345,7/2/2018,Monday,1
88,74,7/2/2018,Monday,1
90,713,7/2/2018,Monday,1
100,1635,7/2/2018,Monday,1
107,1299,7/2/2018,Monday,1
113,635,7/2/2018,Monday,1
114,219,7/2/2018,Monday,1
116,97,7/2/2018,Monday,1
120,2,7/2/2018,Monday,1
125,218,7/2/2018,Monday,1
127,7,7/2/2018,Monday,1
128,5,7/2/2018,Monday,1
137,649,7/2/2018,Monday,1
140,967,7/2/2018,Monday,1
141,1327,7/2/2018,Monday,1
142,1065,7/2/2018,Monday,1
143,700,7/2/2018,Monday,1
144,132,7/2/2018,Monday,1
148,164,7/2/2018,Monday,1
151,484,7/2/2018,Monday,1
152,61,7/2/2018,Monday,1
158,300,7/2/2018,Monday,1
161,1211,7/2/2018,Monday,1
162,1506,7/2/2018,Monday,1
163,746,7/2/2018,Monday,1
164,778,7/2/2018,Monday,1
166,255,7/2/2018,Monday,1
170,1837,7/2/2018,Monday,1
186,2699,7/2/2018,Monday,1
209,58,7/2/2018,Monday,1
211,94,7/2/2018,Monday,1
224,251,7/2/2018,Monday,1
229,1012,7/2/2018,Monday,1
230,966,7/2/2018,Monday,1
231,516,7/2/2018,Monday,1
232,32,7/2/2018,Monday,1
233,719,7/2/2018,Monday,1
234,799,7/2/2018,Monday,1
236,1960,7/2/2018,Monday,1
237,1655,7/2/2018,Monday,1
238,1020,7/2/2018,Monday,1
239,1029,7/2/2018,Monday,1
243,7,7/2/2018,Monday,1
244,36,7/2/2018,Monday,1
246,529,7/2/2018,Monday,1
249,685,7/2/2018,Monday,1
261,153,7/2/2018,Monday,1
262,1066,7/2/2018,Monday,1
263,1109,7/2/2018,Monday,1
4,136,7/2/2018,Monday,2
12,53,7/2/2018,Monday,2
13,648,7/2/2018,Monday,2
24,164,7/2/2018,Monday,2
41,147,7/2/2018,Monday,2
42,89,7/2/2018,Monday,2
43,1000,7/2/2018,Monday,2
45,135,7/2/2018,Monday,2
48,1969,7/2/2018,Monday,2
50,727,7/2/2018,Monday,2
68,1202,7/2/2018,Monday,2
74,206,7/2/2018,Monday,2
75,384,7/2/2018,Monday,2
79,922,7/2/2018,Monday,2
87,447,7/2/2018,Monday,2
88,175,7/2/2018,Monday,2
90,1027,7/2/2018,Monday,2
100,1566,7/2/2018,Monday,2
107,1332,7/2/2018,Monday,2
113,839,7/2/2018,Monday,2
114,437,7/2/2018,Monday,2
116,33,7/2/2018,Monday,2
125,320,7/2/2018,Monday,2
127,3,7/2/2018,Monday,2
128,1,7/2/2018,Monday,2
137,780,7/2/2018,Monday,2
140,1487,7/2/2018,Monday,2
141,1469,7/2/2018,Monday,2
142,1634,7/2/2018,Monday,2
143,789,7/2/2018,Monday,2
144,205,7/2/2018,Monday,2
148,310,7/2/2018,Monday,2
151,554,7/2/2018,Monday,2
152,51,7/2/2018,Monday,2
158,474,7/2/2018,Monday,2
161,2577,7/2/2018,Monday,2
162,2359,7/2/2018,Monday,2
163,1599,7/2/2018,Monday,2
164,1552,7/2/2018,Monday,2
166,189,7/2/2018,Monday,2
170,2439,7/2/2018,Monday,2
186,2059,7/2/2018,Monday,2
209,91,7/2/2018,Monday,2
211,345,7/2/2018,Monday,2
224,166,7/2/2018,Monday,2
229,1360,7/2/2018,Monday,2
230,2385,7/2/2018,Monday,2
231,885,7/2/2018,Monday,2
232,76,7/2/2018,Monday,2
233,974,7/2/2018,Monday,2
234,1576,7/2/2018,Monday,2
236,2621,7/2/2018,Monday,2
237,2419,7/2/2018,Monday,2
238,1169,7/2/2018,Monday,2
239,1425,7/2/2018,Monday,2
243,4,7/2/2018,Monday,2
244,38,7/2/2018,Monday,2
246,1032,7/2/2018,Monday,2
249,785,7/2/2018,Monday,2
261,415,7/2/2018,Monday,2
262,964,7/2/2018,Monday,2
263,1094,7/2/2018,Monday,2
4,71,7/2/2018,Monday,3
12,142,7/2/2018,Monday,3
13,704,7/2/2018,Monday,3
24,147,7/2/2018,Monday,3
41,183,7/2/2018,Monday,3
42,83,7/2/2018,Monday,3
43,1760,7/2/2018,Monday,3
45,204,7/2/2018,Monday,3
48,1646,7/2/2018,Monday,3
50,774,7/2/2018,Monday,3
68,1588,7/2/2018,Monday,3
74,237,7/2/2018,Monday,3
75,509,7/2/2018,Monday,3
79,947,7/2/2018,Monday,3
87,583,7/2/2018,Monday,3
88,368,7/2/2018,Monday,3
90,1112,7/2/2018,Monday,3
100,1457,7/2/2018,Monday,3
107,1412,7/2/2018,Monday,3
113,931,7/2/2018,Monday,3
114,477,7/2/2018,Monday,3
116,31,7/2/2018,Monday,3
125,341,7/2/2018,Monday,3
127,8,7/2/2018,Monday,3
137,737,7/2/2018,Monday,3
140,1510,7/2/2018,Monday,3
141,1683,7/2/2018,Monday,3
142,1925,7/2/2018,Monday,3
143,810,7/2/2018,Monday,3
144,656,7/2/2018,Monday,3
148,292,7/2/2018,Monday,3
151,573,7/2/2018,Monday,3
152,40,7/2/2018,Monday,3
158,394,7/2/2018,Monday,3
161,3446,7/2/2018,Monday,3
162,2596,7/2/2018,Monday,3
163,2052,7/2/2018,Monday,3
164,1713,7/2/2018,Monday,3
166,291,7/2/2018,Monday,3
170,2573,7/2/2018,Monday,3
186,2106,7/2/2018,Monday,3
209,165,7/2/2018,Monday,3
211,514,7/2/2018,Monday,3
224,107,7/2/2018,Monday,3
229,1242,7/2/2018,Monday,3
230,2217,7/2/2018,Monday,3
231,1048,7/2/2018,Monday,3
232,68,7/2/2018,Monday,3
233,1079,7/2/2018,Monday,3
234,2055,7/2/2018,Monday,3
236,2943,7/2/2018,Monday,3
237,3225,7/2/2018,Monday,3
238,1172,7/2/2018,Monday,3
239,1905,7/2/2018,Monday,3
243,8,7/2/2018,Monday,3
244,60,7/2/2018,Monday,3
246,1825,7/2/2018,Monday,3
249,835,7/2/2018,Monday,3
261,548,7/2/2018,Monday,3
262,698,7/2/2018,Monday,3
263,1146,7/2/2018,Monday,3
4,88,7/2/2018,Monday,4
12,74,7/2/2018,Monday,4
13,636,7/2/2018,Monday,4
24,167,7/2/2018,Monday,4
41,224,7/2/2018,Monday,4
42,87,7/2/2018,Monday,4
43,1776,7/2/2018,Monday,4
45,196,7/2/2018,Monday,4
48,1570,7/2/2018,Monday,4
50,761,7/2/2018,Monday,4
68,1696,7/2/2018,Monday,4
74,232,7/2/2018,Monday,4
75,515,7/2/2018,Monday,4
79,930,7/2/2018,Monday,4
87,569,7/2/2018,Monday,4
88,393,7/2/2018,Monday,4
90,965,7/2/2018,Monday,4
100,1559,7/2/2018,Monday,4
107,1374,7/2/2018,Monday,4
113,1045,7/2/2018,Monday,4
114,615,7/2/2018,Monday,4
116,51,7/2/2018,Monday,4
125,326,7/2/2018,Monday,4
127,15,7/2/2018,Monday,4
128,3,7/2/2018,Monday,4
137,869,7/2/2018,Monday,4
140,1442,7/2/2018,Monday,4
141,1311,7/2/2018,Monday,4
142,1971,7/2/2018,Monday,4
143,676,7/2/2018,Monday,4
144,764,7/2/2018,Monday,4
148,316,7/2/2018,Monday,4
151,587,7/2/2018,Monday,4
152,59,7/2/2018,Monday,4
158,421,7/2/2018,Monday,4
161,3834,7/2/2018,Monday,4
162,2942,7/2/2018,Monday,4
163,2276,7/2/2018,Monday,4
164,2037,7/2/2018,Monday,4
166,395,7/2/2018,Monday,4
170,2465,7/2/2018,Monday,4
186,2050,7/2/2018,Monday,4
209,159,7/2/2018,Monday,4
211,608,7/2/2018,Monday,4
224,91,7/2/2018,Monday,4
229,1084,7/2/2018,Monday,4
230,2441,7/2/2018,Monday,4
231,1185,7/2/2018,Monday,4
232,57,7/2/2018,Monday,4
233,1110,7/2/2018,Monday,4
234,2556,7/2/2018,Monday,4
236,2805,7/2/2018,Monday,4
237,3033,7/2/2018,Monday,4
238,1197,7/2/2018,Monday,4
239,2215,7/2/2018,Monday,4
243,7,7/2/2018,Monday,4
244,50,7/2/2018,Monday,4
246,1479,7/2/2018,Monday,4
249,806,7/2/2018,Monday,4
261,580,7/2/2018,Monday,4
262,639,7/2/2018,Monday,4
263,1199,7/2/2018,Monday,4
4,70,7/2/2018,Monday,5
12,24,7/2/2018,Monday,5
13,830,7/2/2018,Monday,5
24,146,7/2/2018,Monday,5
41,194,7/2/2018,Monday,5
42,75,7/2/2018,Monday,5
43,1087,7/2/2018,Monday,5
45,133,7/2/2018,Monday,5
48,2111,7/2/2018,Monday,5
50,567,7/2/2018,Monday,5
68,1499,7/2/2018,Monday,5
74,187,7/2/2018,Monday,5
75,330,7/2/2018,Monday,5
79,1313,7/2/2018,Monday,5
87,756,7/2/2018,Monday,5
88,431,7/2/2018,Monday,5
90,1293,7/2/2018,Monday,5
100,1611,7/2/2018,Monday,5
107,1518,7/2/2018,Monday,5
113,1119,7/2/2018,Monday,5
114,720,7/2/2018,Monday,5
116,98,7/2/2018,Monday,5
125,487,7/2/2018,Monday,5
127,3,7/2/2018,Monday,5
137,844,7/2/2018,Monday,5
140,1175,7/2/2018,Monday,5
141,1500,7/2/2018,Monday,5
142,2161,7/2/2018,Monday,5
143,683,7/2/2018,Monday,5
144,963,7/2/2018,Monday,5
148,508,7/2/2018,Monday,5
151,585,7/2/2018,Monday,5
152,66,7/2/2018,Monday,5
158,459,7/2/2018,Monday,5
161,3963,7/2/2018,Monday,5
162,3253,7/2/2018,Monday,5
163,2623,7/2/2018,Monday,5
164,2091,7/2/2018,Monday,5
166,309,7/2/2018,Monday,5
170,2561,7/2/2018,Monday,5
186,1914,7/2/2018,Monday,5
209,163,7/2/2018,Monday,5
211,838,7/2/2018,Monday,5
224,99,7/2/2018,Monday,5
229,1535,7/2/2018,Monday,5
