zone,num_passenger,date,day,time
127,2,8/21/2018,Tuesday,5
137,867,8/21/2018,Tuesday,5
140,1144,8/21/2018,Tuesday,5
141,1649,8/21/2018,Tuesday,5
142,1951,8/21/2018,Tuesday,5
143,708,8/21/2018,Tuesday,5
144,972,8/21/2018,Tuesday,5
148,549,8/21/2018,Tuesday,5
151,563,8/21/2018,Tuesday,5
152,58,8/21/2018,Tuesday,5
158,493,8/21/2018,Tuesday,5
161,3169,8/21/2018,Tuesday,5
162,3706,8/21/2018,Tuesday,5
163,2376,8/21/2018,Tuesday,5
164,1880,8/21/2018,Tuesday,5
166,254,8/21/2018,Tuesday,5
170,2726,8/21/2018,Tuesday,5
186,2096,8/21/2018,Tuesday,5
209,179,8/21/2018,Tuesday,5
211,664,8/21/2018,Tuesday,5
224,108,8/21/2018,Tuesday,5
229,1567,8/21/2018,Tuesday,5
230,2855,8/21/2018,Tuesday,5
231,1495,8/21/2018,Tuesday,5
232,76,8/21/2018,Tuesday,5
233,1066,8/21/2018,Tuesday,5
234,2976,8/21/2018,Tuesday,5
236,2200,8/21/2018,Tuesday,5
237,3038,8/21/2018,Tuesday,5
238,1210,8/21/2018,Tuesday,5
239,1651,8/21/2018,Tuesday,5
243,2,8/21/2018,Tuesday,5
244,25,8/21/2018,Tuesday,5
246,1024,8/21/2018,Tuesday,5
249,1159,8/21/2018,Tuesday,5
261,484,8/21/2018,Tuesday,5
262,652,8/21/2018,Tuesday,5
263,1090,8/21/2018,Tuesday,5
4,113,8/21/2018,Tuesday,6
12,19,8/21/2018,Tuesday,6
13,461,8/21/2018,Tuesday,6
24,137,8/21/2018,Tuesday,6
41,220,8/21/2018,Tuesday,6
42,87,8/21/2018,Tuesday,6
43,506,8/21/2018,Tuesday,6
45,159,8/21/2018,Tuesday,6
48,2948,8/21/2018,Tuesday,6
50,457,8/21/2018,Tuesday,6
68,1339,8/21/2018,Tuesday,6
74,161,8/21/2018,Tuesday,6
75,254,8/21/2018,Tuesday,6
79,2456,8/21/2018,Tuesday,6
87,625,8/21/2018,Tuesday,6
88,298,8/21/2018,Tuesday,6
90,976,8/21/2018,Tuesday,6
100,1096,8/21/2018,Tuesday,6
107,1598,8/21/2018,Tuesday,6
113,937,8/21/2018,Tuesday,6
114,1075,8/21/2018,Tuesday,6
116,51,8/21/2018,Tuesday,6
125,424,8/21/2018,Tuesday,6
127,6,8/21/2018,Tuesday,6
137,699,8/21/2018,Tuesday,6
140,587,8/21/2018,Tuesday,6
141,1041,8/21/2018,Tuesday,6
142,1624,8/21/2018,Tuesday,6
143,389,8/21/2018,Tuesday,6
144,851,8/21/2018,Tuesday,6
148,1026,8/21/2018,Tuesday,6
151,279,8/21/2018,Tuesday,6
152,42,8/21/2018,Tuesday,6
158,552,8/21/2018,Tuesday,6
161,2291,8/21/2018,Tuesday,6
162,2733,8/21/2018,Tuesday,6
163,1499,8/21/2018,Tuesday,6
164,1494,8/21/2018,Tuesday,6
166,229,8/21/2018,Tuesday,6
170,1862,8/21/2018,Tuesday,6
186,1608,8/21/2018,Tuesday,6
209,233,8/21/2018,Tuesday,6
211,470,8/21/2018,Tuesday,6
224,70,8/21/2018,Tuesday,6
229,1228,8/21/2018,Tuesday,6
230,2674,8/21/2018,Tuesday,6
231,1416,8/21/2018,Tuesday,6
232,127,8/21/2018,Tuesday,6
233,696,8/21/2018,Tuesday,6
234,1664,8/21/2018,Tuesday,6
236,1146,8/21/2018,Tuesday,6
237,1624,8/21/2018,Tuesday,6
238,752,8/21/2018,Tuesday,6
239,1088,8/21/2018,Tuesday,6
243,18,8/21/2018,Tuesday,6
244,45,8/21/2018,Tuesday,6
246,803,8/21/2018,Tuesday,6
249,1517,8/21/2018,Tuesday,6
261,389,8/21/2018,Tuesday,6
262,236,8/21/2018,Tuesday,6
263,913,8/21/2018,Tuesday,6
4,20,8/21/2018,Tuesday,7
12,2,8/21/2018,Tuesday,7
13,79,8/21/2018,Tuesday,7
24,31,8/21/2018,Tuesday,7
41,60,8/21/2018,Tuesday,7
42,26,8/21/2018,Tuesday,7
43,65,8/21/2018,Tuesday,7
45,39,8/21/2018,Tuesday,7
48,642,8/21/2018,Tuesday,7
50,111,8/21/2018,Tuesday,7
68,463,8/21/2018,Tuesday,7
74,71,8/21/2018,Tuesday,7
75,97,8/21/2018,Tuesday,7
79,618,8/21/2018,Tuesday,7
87,79,8/21/2018,Tuesday,7
88,65,8/21/2018,Tuesday,7
90,242,8/21/2018,Tuesday,7
100,350,8/21/2018,Tuesday,7
107,402,8/21/2018,Tuesday,7
113,216,8/21/2018,Tuesday,7
114,321,8/21/2018,Tuesday,7
116,19,8/21/2018,Tuesday,7
125,110,8/21/2018,Tuesday,7
127,1,8/21/2018,Tuesday,7
137,145,8/21/2018,Tuesday,7
140,111,8/21/2018,Tuesday,7
141,192,8/21/2018,Tuesday,7
142,219,8/21/2018,Tuesday,7
143,47,8/21/2018,Tuesday,7
144,199,8/21/2018,Tuesday,7
148,393,8/21/2018,Tuesday,7
151,59,8/21/2018,Tuesday,7
152,26,8/21/2018,Tuesday,7
158,242,8/21/2018,Tuesday,7
161,1254,8/21/2018,Tuesday,7
162,468,8/21/2018,Tuesday,7
163,313,8/21/2018,Tuesday,7
164,430,8/21/2018,Tuesday,7
166,103,8/21/2018,Tuesday,7
170,392,8/21/2018,Tuesday,7
186,388,8/21/2018,Tuesday,7
209,43,8/21/2018,Tuesday,7
211,120,8/21/2018,Tuesday,7
224,15,8/21/2018,Tuesday,7
229,258,8/21/2018,Tuesday,7
230,1261,8/21/2018,Tuesday,7
231,275,8/21/2018,Tuesday,7
232,39,8/21/2018,Tuesday,7
233,106,8/21/2018,Tuesday,7
234,505,8/21/2018,Tuesday,7
236,130,8/21/2018,Tuesday,7
237,230,8/21/2018,Tuesday,7
238,165,8/21/2018,Tuesday,7
239,179,8/21/2018,Tuesday,7
243,2,8/21/2018,Tuesday,7
244,15,8/21/2018,Tuesday,7
246,184,8/21/2018,Tuesday,7
249,501,8/21/2018,Tuesday,7
261,56,8/21/2018,Tuesday,7
262,48,8/21/2018,Tuesday,7
263,159,8/21/2018,Tuesday,7
4,17,8/21/2018,Tuesday,8
12,1,8/21/2018,Tuesday,8
13,48,8/21/2018,Tuesday,8
24,22,8/21/2018,Tuesday,8
41,22,8/21/2018,Tuesday,8
42,31,8/21/2018,Tuesday,8
43,40,8/21/2018,Tuesday,8
45,11,8/21/2018,Tuesday,8
48,439,8/21/2018,Tuesday,8
50,74,8/21/2018,Tuesday,8
68,403,8/21/2018,Tuesday,8
74,72,8/21/2018,Tuesday,8
75,74,8/21/2018,Tuesday,8
79,298,8/21/2018,Tuesday,8
87,66,8/21/2018,Tuesday,8
88,20,8/21/2018,Tuesday,8
90,184,8/21/2018,Tuesday,8
100,328,8/21/2018,Tuesday,8
107,227,8/21/2018,Tuesday,8
113,55,8/21/2018,Tuesday,8
114,99,8/21/2018,Tuesday,8
116,12,8/21/2018,Tuesday,8
125,42,8/21/2018,Tuesday,8
127,2,8/21/2018,Tuesday,8
128,2,8/21/2018,Tuesday,8
137,87,8/21/2018,Tuesday,8
140,94,8/21/2018,Tuesday,8
141,152,8/21/2018,Tuesday,8
142,135,8/21/2018,Tuesday,8
143,52,8/21/2018,Tuesday,8
144,49,8/21/2018,Tuesday,8
148,134,8/21/2018,Tuesday,8
151,48,8/21/2018,Tuesday,8
152,7,8/21/2018,Tuesday,8
158,66,8/21/2018,Tuesday,8
161,212,8/21/2018,Tuesday,8
162,191,8/21/2018,Tuesday,8
163,135,8/21/2018,Tuesday,8
164,142,8/21/2018,Tuesday,8
166,30,8/21/2018,Tuesday,8
170,136,8/21/2018,Tuesday,8
186,374,8/21/2018,Tuesday,8
209,4,8/21/2018,Tuesday,8
211,31,8/21/2018,Tuesday,8
224,20,8/21/2018,Tuesday,8
229,150,8/21/2018,Tuesday,8
230,402,8/21/2018,Tuesday,8
231,139,8/21/2018,Tuesday,8
232,15,8/21/2018,Tuesday,8
233,84,8/21/2018,Tuesday,8
234,149,8/21/2018,Tuesday,8
236,131,8/21/2018,Tuesday,8
237,126,8/21/2018,Tuesday,8
238,123,8/21/2018,Tuesday,8
239,128,8/21/2018,Tuesday,8
243,1,8/21/2018,Tuesday,8
244,11,8/21/2018,Tuesday,8
246,174,8/21/2018,Tuesday,8
249,195,8/21/2018,Tuesday,8
261,21,8/21/2018,Tuesday,8
262,99,8/21/2018,Tuesday,8
263,158,8/21/2018,Tuesday,8
4,64,8/22/2018,Wednesday,1
12,4,8/22/2018,Wednesday,1
13,533,8/22/2018,Wednesday,1
24,186,8/22/2018,Wednesday,1
41,227,8/22/2018,Wednesday,1
42,98,8/22/2018,Wednesday,1
43,497,8/22/2018,Wednesday,1
45,25,8/22/2018,Wednesday,1
48,1938,8/22/2018,Wednesday,1
50,461,8/22/2018,Wednesday,1
68,870,8/22/2018,Wednesday,1
74,255,8/22/2018,Wednesday,1
75,402,8/22/2018,Wednesday,1
79,932,8/22/2018,Wednesday,1
87,345,8/22/2018,Wednesday,1
88,101,8/22/2018,Wednesday,1
90,881,8/22/2018,Wednesday,1
100,1560,8/22/2018,Wednesday,1
107,1292,8/22/2018,Wednesday,1
113,698,8/22/2018,Wednesday,1
114,238,8/22/2018,Wednesday,1
116,81,8/22/2018,Wednesday,1
125,232,8/22/2018,Wednesday,1
127,1,8/22/2018,Wednesday,1
137,760,8/22/2018,Wednesday,1
140,1122,8/22/2018,Wednesday,1
141,1330,8/22/2018,Wednesday,1
142,1091,8/22/2018,Wednesday,1
143,638,8/22/2018,Wednesday,1
144,141,8/22/2018,Wednesday,1
148,230,8/22/2018,Wednesday,1
151,525,8/22/2018,Wednesday,1
152,47,8/22/2018,Wednesday,1
158,376,8/22/2018,Wednesday,1
161,1016,8/22/2018,Wednesday,1
162,1699,8/22/2018,Wednesday,1
163,678,8/22/2018,Wednesday,1
164,808,8/22/2018,Wednesday,1
166,194,8/22/2018,Wednesday,1
170,1687,8/22/2018,Wednesday,1
186,2806,8/22/2018,Wednesday,1
209,63,8/22/2018,Wednesday,1
211,176,8/22/2018,Wednesday,1
224,183,8/22/2018,Wednesday,1
229,1151,8/22/2018,Wednesday,1
230,974,8/22/2018,Wednesday,1
231,698,8/22/2018,Wednesday,1
232,41,8/22/2018,Wednesday,1
233,821,8/22/2018,Wednesday,1
234,1001,8/22/2018,Wednesday,1
236,1969,8/22/2018,Wednesday,1
237,1640,8/22/2018,Wednesday,1
238,1085,8/22/2018,Wednesday,1
239,1056,8/22/2018,Wednesday,1
243,4,8/22/2018,Wednesday,1
244,71,8/22/2018,Wednesday,1
246,464,8/22/2018,Wednesday,1
249,797,8/22/2018,Wednesday,1
261,160,8/22/2018,Wednesday,1
262,956,8/22/2018,Wednesday,1
263,1081,8/22/2018,Wednesday,1
4,89,8/22/2018,Wednesday,2
12,32,8/22/2018,Wednesday,2
13,622,8/22/2018,Wednesday,2
24,183,8/22/2018,Wednesday,2
41,177,8/22/2018,Wednesday,2
42,74,8/22/2018,Wednesday,2
43,902,8/22/2018,Wednesday,2
45,148,8/22/2018,Wednesday,2
48,1531,8/22/2018,Wednesday,2
50,542,8/22/2018,Wednesday,2
68,1181,8/22/2018,Wednesday,2
74,158,8/22/2018,Wednesday,2
75,400,8/22/2018,Wednesday,2
79,860,8/22/2018,Wednesday,2
87,392,8/22/2018,Wednesday,2
88,202,8/22/2018,Wednesday,2
90,1009,8/22/2018,Wednesday,2
100,1373,8/22/2018,Wednesday,2
107,1378,8/22/2018,Wednesday,2
113,944,8/22/2018,Wednesday,2
114,369,8/22/2018,Wednesday,2
116,38,8/22/2018,Wednesday,2
125,366,8/22/2018,Wednesday,2
127,1,8/22/2018,Wednesday,2
128,5,8/22/2018,Wednesday,2
137,719,8/22/2018,Wednesday,2
140,1475,8/22/2018,Wednesday,2
141,1586,8/22/2018,Wednesday,2
142,1406,8/22/2018,Wednesday,2
143,781,8/22/2018,Wednesday,2
144,263,8/22/2018,Wednesday,2
148,253,8/22/2018,Wednesday,2
151,544,8/22/2018,Wednesday,2
152,43,8/22/2018,Wednesday,2
158,434,8/22/2018,Wednesday,2
161,2589,8/22/2018,Wednesday,2
162,2177,8/22/2018,Wednesday,2
163,1443,8/22/2018,Wednesday,2
164,1398,8/22/2018,Wednesday,2
166,213,8/22/2018,Wednesday,2
170,2587,8/22/2018,Wednesday,2
186,2599,8/22/2018,Wednesday,2
209,73,8/22/2018,Wednesday,2
211,363,8/22/2018,Wednesday,2
224,184,8/22/2018,Wednesday,2
229,1303,8/22/2018,Wednesday,2
230,1772,8/22/2018,Wednesday,2
231,864,8/22/2018,Wednesday,2
232,90,8/22/2018,Wednesday,2
233,1098,8/22/2018,Wednesday,2
234,1806,8/22/2018,Wednesday,2
236,2791,8/22/2018,Wednesday,2
237,2948,8/22/2018,Wednesday,2
238,1128,8/22/2018,Wednesday,2
239,1496,8/22/2018,Wednesday,2
243,10,8/22/2018,Wednesday,2
244,73,8/22/2018,Wednesday,2
246,725,8/22/2018,Wednesday,2
249,820,8/22/2018,Wednesday,2
261,334,8/22/2018,Wednesday,2
262,860,8/22/2018,Wednesday,2
263,1055,8/22/2018,Wednesday,2
4,59,8/22/2018,Wednesday,3
12,39,8/22/2018,Wednesday,3
13,649,8/22/2018,Wednesday,3
24,166,8/22/2018,Wednesday,3
41,193,8/22/2018,Wednesday,3
42,81,8/22/2018,Wednesday,3
43,1338,8/22/2018,Wednesday,3
45,148,8/22/2018,Wednesday,3
48,1412,8/22/2018,Wednesday,3
50,573,8/22/2018,Wednesday,3
68,1203,8/22/2018,Wednesday,3
74,201,8/22/2018,Wednesday,3
75,466,8/22/2018,Wednesday,3
79,873,8/22/2018,Wednesday,3
87,446,8/22/2018,Wednesday,3
88,360,8/22/2018,Wednesday,3
90,1056,8/22/2018,Wednesday,3
100,1448,8/22/2018,Wednesday,3
107,1270,8/22/2018,Wednesday,3
113,834,8/22/2018,Wednesday,3
114,496,8/22/2018,Wednesday,3
116,39,8/22/2018,Wednesday,3
125,401,8/22/2018,Wednesday,3
127,1,8/22/2018,Wednesday,3
128,1,8/22/2018,Wednesday,3
137,801,8/22/2018,Wednesday,3
140,1385,8/22/2018,Wednesday,3
141,1485,8/22/2018,Wednesday,3
142,1865,8/22/2018,Wednesday,3
143,735,8/22/2018,Wednesday,3
144,560,8/22/2018,Wednesday,3
148,362,8/22/2018,Wednesday,3
151,540,8/22/2018,Wednesday,3
152,49,8/22/2018,Wednesday,3
158,410,8/22/2018,Wednesday,3
161,3329,8/22/2018,Wednesday,3
162,2696,8/22/2018,Wednesday,3
163,2074,8/22/2018,Wednesday,3
164,1814,8/22/2018,Wednesday,3
166,329,8/22/2018,Wednesday,3
170,2396,8/22/2018,Wednesday,3
186,2275,8/22/2018,Wednesday,3
209,117,8/22/2018,Wednesday,3
211,481,8/22/2018,Wednesday,3
224,69,8/22/2018,Wednesday,3
229,1205,8/22/2018,Wednesday,3
230,2005,8/22/2018,Wednesday,3
231,989,8/22/2018,Wednesday,3
232,75,8/22/2018,Wednesday,3
233,932,8/22/2018,Wednesday,3
234,2149,8/22/2018,Wednesday,3
236,2858,8/22/2018,Wednesday,3
237,3380,8/22/2018,Wednesday,3
238,1133,8/22/2018,Wednesday,3
239,1885,8/22/2018,Wednesday,3
243,8,8/22/2018,Wednesday,3
244,46,8/22/2018,Wednesday,3
246,763,8/22/2018,Wednesday,3
249,798,8/22/2018,Wednesday,3
261,530,8/22/2018,Wednesday,3
262,659,8/22/2018,Wednesday,3
263,1073,8/22/2018,Wednesday,3
4,63,8/22/2018,Wednesday,4
12,57,8/22/2018,Wednesday,4
13,632,8/22/2018,Wednesday,4
24,168,8/22/2018,Wednesday,4
41,178,8/22/2018,Wednesday,4
42,31,8/22/2018,Wednesday,4
43,1499,8/22/2018,Wednesday,4
45,138,8/22/2018,Wednesday,4
48,1484,8/22/2018,Wednesday,4
50,520,8/22/2018,Wednesday,4
68,1541,8/22/2018,Wednesday,4
74,192,8/22/2018,Wednesday,4
75,441,8/22/2018,Wednesday,4
79,824,8/22/2018,Wednesday,4
87,540,8/22/2018,Wednesday,4
88,477,8/22/2018,Wednesday,4
90,1205,8/22/2018,Wednesday,4
100,1456,8/22/2018,Wednesday,4
107,1330,8/22/2018,Wednesday,4
113,856,8/22/2018,Wednesday,4
114,599,8/22/2018,Wednesday,4
116,24,8/22/2018,Wednesday,4
125,386,8/22/2018,Wednesday,4
137,764,8/22/2018,Wednesday,4
140,1352,8/22/2018,Wednesday,4
141,1353,8/22/2018,Wednesday,4
142,1949,8/22/2018,Wednesday,4
143,644,8/22/2018,Wednesday,4
144,561,8/22/2018,Wednesday,4
148,250,8/22/2018,Wednesday,4
151,458,8/22/2018,Wednesday,4
152,49,8/22/2018,Wednesday,4
158,388,8/22/2018,Wednesday,4
161,3396,8/22/2018,Wednesday,4
162,2910,8/22/2018,Wednesday,4
163,2078,8/22/2018,Wednesday,4
164,1753,8/22/2018,Wednesday,4
166,294,8/22/2018,Wednesday,4
170,2374,8/22/2018,Wednesday,4
186,2000,8/22/2018,Wednesday,4
209,101,8/22/2018,Wednesday,4
211,587,8/22/2018,Wednesday,4
224,71,8/22/2018,Wednesday,4
229,1125,8/22/2018,Wednesday,4
230,2582,8/22/2018,Wednesday,4
231,1155,8/22/2018,Wednesday,4
232,94,8/22/2018,Wednesday,4
233,1173,8/22/2018,Wednesday,4
234,2438,8/22/2018,Wednesday,4
236,2540,8/22/2018,Wednesday,4
237,3464,8/22/2018,Wednesday,4
238,1057,8/22/2018,Wednesday,4
239,1540,8/22/2018,Wednesday,4
243,14,8/22/2018,Wednesday,4
244,57,8/22/2018,Wednesday,4
246,973,8/22/2018,Wednesday,4
249,749,8/22/2018,Wednesday,4
261,499,8/22/2018,Wednesday,4
262,625,8/22/2018,Wednesday,4
263,1142,8/22/2018,Wednesday,4
4,95,8/22/2018,Wednesday,5
12,21,8/22/2018,Wednesday,5
13,942,8/22/2018,Wednesday,5
24,148,8/22/2018,Wednesday,5
41,231,8/22/2018,Wednesday,5
42,84,8/22/2018,Wednesday,5
43,1043,8/22/2018,Wednesday,5
45,170,8/22/2018,Wednesday,5
48,2412,8/22/2018,Wednesday,5
50,537,8/22/2018,Wednesday,5
68,1741,8/22/2018,Wednesday,5
74,250,8/22/2018,Wednesday,5
75,383,8/22/2018,Wednesday,5
79,1596,8/22/2018,Wednesday,5
87,909,8/22/2018,Wednesday,5
88,392,8/22/2018,Wednesday,5
90,1661,8/22/2018,Wednesday,5
100,1757,8/22/2018,Wednesday,5
107,1865,8/22/2018,Wednesday,5
113,1309,8/22/2018,Wednesday,5
114,1058,8/22/2018,Wednesday,5
116,50,8/22/2018,Wednesday,5
125,550,8/22/2018,Wednesday,5
127,4,8/22/2018,Wednesday,5
137,978,8/22/2018,Wednesday,5
140,1304,8/22/2018,Wednesday,5
141,1664,8/22/2018,Wednesday,5
142,2136,8/22/2018,Wednesday,5
143,747,8/22/2018,Wednesday,5
144,1055,8/22/2018,Wednesday,5
148,709,8/22/2018,Wednesday,5
151,566,8/22/2018,Wednesday,5
152,46,8/22/2018,Wednesday,5
158,500,8/22/2018,Wednesday,5
161,4291,8/22/2018,Wednesday,5
162,4095,8/22/2018,Wednesday,5
163,2611,8/22/2018,Wednesday,5
164,2283,8/22/2018,Wednesday,5
166,251,8/22/2018,Wednesday,5
170,3183,8/22/2018,Wednesday,5
186,2438,8/22/2018,Wednesday,5
209,207,8/22/2018,Wednesday,5
211,779,8/22/2018,Wednesday,5
224,119,8/22/2018,Wednesday,5
229,1830,8/22/2018,Wednesday,5
230,3378,8/22/2018,Wednesday,5
231,1708,8/22/2018,Wednesday,5
232,240,8/22/2018,Wednesday,5
233,1244,8/22/2018,Wednesday,5
234,3531,8/22/2018,Wednesday,5
236,2197,8/22/2018,Wednesday,5
237,3100,8/22/2018,Wednesday,5
238,1172,8/22/2018,Wednesday,5
239,1740,8/22/2018,Wednesday,5
243,8,8/22/2018,Wednesday,5
244,34,8/22/2018,Wednesday,5
246,1284,8/22/2018,Wednesday,5
249,1481,8/22/2018,Wednesday,5
261,518,8/22/2018,Wednesday,5
262,618,8/22/2018,Wednesday,5
263,1294,8/22/2018,Wednesday,5
4,128,8/22/2018,Wednesday,6
12,12,8/22/2018,Wednesday,6
13,632,8/22/2018,Wednesday,6
24,145,8/22/2018,Wednesday,6
41,237,8/22/2018,Wednesday,6
42,93,8/22/2018,Wednesday,6
43,516,8/22/2018,Wednesday,6
45,221,8/22/2018,Wednesday,6
48,3066,8/22/2018,Wednesday,6
50,522,8/22/2018,Wednesday,6
68,1813,8/22/2018,Wednesday,6
74,191,8/22/2018,Wednesday,6
75,249,8/22/2018,Wednesday,6
79,2497,8/22/2018,Wednesday,6
87,624,8/22/2018,Wednesday,6
88,298,8/22/2018,Wednesday,6
90,1381,8/22/2018,Wednesday,6
100,1477,8/22/2018,Wednesday,6
107,1771,8/22/2018,Wednesday,6
113,1172,8/22/2018,Wednesday,6
114,1304,8/22/2018,Wednesday,6
116,67,8/22/2018,Wednesday,6
125,517,8/22/2018,Wednesday,6
127,4,8/22/2018,Wednesday,6
137,671,8/22/2018,Wednesday,6
140,544,8/22/2018,Wednesday,6
141,1166,8/22/2018,Wednesday,6
142,1527,8/22/2018,Wednesday,6
143,349,8/22/2018,Wednesday,6
144,1005,8/22/2018,Wednesday,6
148,1315,8/22/2018,Wednesday,6
151,265,8/22/2018,Wednesday,6
152,76,8/22/2018,Wednesday,6
158,718,8/22/2018,Wednesday,6
161,3130,8/22/2018,Wednesday,6
162,2567,8/22/2018,Wednesday,6
163,1648,8/22/2018,Wednesday,6
164,1932,8/22/2018,Wednesday,6
166,235,8/22/2018,Wednesday,6
170,2021,8/22/2018,Wednesday,6
186,1990,8/22/2018,Wednesday,6
209,264,8/22/2018,Wednesday,6
211,579,8/22/2018,Wednesday,6
224,53,8/22/2018,Wednesday,6
229,1298,8/22/2018,Wednesday,6
230,3509,8/22/2018,Wednesday,6
231,1494,8/22/2018,Wednesday,6
232,163,8/22/2018,Wednesday,6
233,607,8/22/2018,Wednesday,6
234,2549,8/22/2018,Wednesday,6
236,1023,8/22/2018,Wednesday,6
237,1599,8/22/2018,Wednesday,6
238,820,8/22/2018,Wednesday,6
239,1084,8/22/2018,Wednesday,6
243,6,8/22/2018,Wednesday,6
244,114,8/22/2018,Wednesday,6
246,1099,8/22/2018,Wednesday,6
249,1969,8/22/2018,Wednesday,6
261,487,8/22/2018,Wednesday,6
262,212,8/22/2018,Wednesday,6
263,779,8/22/2018,Wednesday,6
4,28,8/22/2018,Wednesday,7
12,2,8/22/2018,Wednesday,7
13,106,8/22/2018,Wednesday,7
24,30,8/22/2018,Wednesday,7
41,101,8/22/2018,Wednesday,7
42,43,8/22/2018,Wednesday,7
43,58,8/22/2018,Wednesday,7
45,42,8/22/2018,Wednesday,7
48,846,8/22/2018,Wednesday,7
50,134,8/22/2018,Wednesday,7
68,549,8/22/2018,Wednesday,7
74,85,8/22/2018,Wednesday,7
75,94,8/22/2018,Wednesday,7
79,1075,8/22/2018,Wednesday,7
87,86,8/22/2018,Wednesday,7
88,78,8/22/2018,Wednesday,7
90,335,8/22/2018,Wednesday,7
100,459,8/22/2018,Wednesday,7
107,497,8/22/2018,Wednesday,7
113,220,8/22/2018,Wednesday,7
114,578,8/22/2018,Wednesday,7
116,34,8/22/2018,Wednesday,7
125,95,8/22/2018,Wednesday,7
137,229,8/22/2018,Wednesday,7
140,157,8/22/2018,Wednesday,7
141,243,8/22/2018,Wednesday,7
142,324,8/22/2018,Wednesday,7
143,58,8/22/2018,Wednesday,7
144,287,8/22/2018,Wednesday,7
148,514,8/22/2018,Wednesday,7
151,81,8/22/2018,Wednesday,7
152,35,8/22/2018,Wednesday,7
158,286,8/22/2018,Wednesday,7
161,730,8/22/2018,Wednesday,7
162,496,8/22/2018,Wednesday,7
163,375,8/22/2018,Wednesday,7
164,583,8/22/2018,Wednesday,7
166,86,8/22/2018,Wednesday,7
170,397,8/22/2018,Wednesday,7
186,486,8/22/2018,Wednesday,7
209,45,8/22/2018,Wednesday,7
211,147,8/22/2018,Wednesday,7
224,24,8/22/2018,Wednesday,7
229,257,8/22/2018,Wednesday,7
230,1094,8/22/2018,Wednesday,7
231,405,8/22/2018,Wednesday,7
232,68,8/22/2018,Wednesday,7
233,130,8/22/2018,Wednesday,7
234,588,8/22/2018,Wednesday,7
236,189,8/22/2018,Wednesday,7
237,279,8/22/2018,Wednesday,7
238,247,8/22/2018,Wednesday,7
239,257,8/22/2018,Wednesday,7
243,5,8/22/2018,Wednesday,7
244,13,8/22/2018,Wednesday,7
246,173,8/22/2018,Wednesday,7
249,691,8/22/2018,Wednesday,7
261,82,8/22/2018,Wednesday,7
262,51,8/22/2018,Wednesday,7
263,236,8/22/2018,Wednesday,7
4,15,8/22/2018,Wednesday,8
13,34,8/22/2018,Wednesday,8
24,24,8/22/2018,Wednesday,8
41,46,8/22/2018,Wednesday,8
42,31,8/22/2018,Wednesday,8
43,26,8/22/2018,Wednesday,8
45,25,8/22/2018,Wednesday,8
48,448,8/22/2018,Wednesday,8
50,73,8/22/2018,Wednesday,8
68,243,8/22/2018,Wednesday,8
74,72,8/22/2018,Wednesday,8
75,95,8/22/2018,Wednesday,8
79,347,8/22/2018,Wednesday,8
87,46,8/22/2018,Wednesday,8
88,21,8/22/2018,Wednesday,8
90,155,8/22/2018,Wednesday,8
100,377,8/22/2018,Wednesday,8
107,192,8/22/2018,Wednesday,8
113,53,8/22/2018,Wednesday,8
114,103,8/22/2018,Wednesday,8
116,16,8/22/2018,Wednesday,8
125,42,8/22/2018,Wednesday,8
127,1,8/22/2018,Wednesday,8
137,96,8/22/2018,Wednesday,8
140,90,8/22/2018,Wednesday,8
141,168,8/22/2018,Wednesday,8
142,111,8/22/2018,Wednesday,8
143,53,8/22/2018,Wednesday,8
144,38,8/22/2018,Wednesday,8
148,176,8/22/2018,Wednesday,8
151,65,8/22/2018,Wednesday,8
152,12,8/22/2018,Wednesday,8
158,88,8/22/2018,Wednesday,8
161,165,8/22/2018,Wednesday,8
162,226,8/22/2018,Wednesday,8
163,121,8/22/2018,Wednesday,8
164,172,8/22/2018,Wednesday,8
166,25,8/22/2018,Wednesday,8
170,172,8/22/2018,Wednesday,8
186,422,8/22/2018,Wednesday,8
209,15,8/22/2018,Wednesday,8
211,29,8/22/2018,Wednesday,8
224,34,8/22/2018,Wednesday,8
229,139,8/22/2018,Wednesday,8
230,362,8/22/2018,Wednesday,8
231,172,8/22/2018,Wednesday,8
232,11,8/22/2018,Wednesday,8
233,80,8/22/2018,Wednesday,8
234,110,8/22/2018,Wednesday,8
236,107,8/22/2018,Wednesday,8
237,131,8/22/2018,Wednesday,8
238,118,8/22/2018,Wednesday,8
239,118,8/22/2018,Wednesday,8
243,2,8/22/2018,Wednesday,8
244,3,8/22/2018,Wednesday,8
246,55,8/22/2018,Wednesday,8
249,239,8/22/2018,Wednesday,8
261,29,8/22/2018,Wednesday,8
262,79,8/22/2018,Wednesday,8
263,166,8/22/2018,Wednesday,8
4,104,8/23/2018,Thursday,1
12,6,8/23/2018,Thursday,1
13,632,8/23/2018,Thursday,1
24,176,8/23/2018,Thursday,1
41,227,8/23/2018,Thursday,1
42,131,8/23/2018,Thursday,1
43,442,8/23/2018,Thursday,1
45,31,8/23/2018,Thursday,1
48,1786,8/23/2018,Thursday,1
50,508,8/23/2018,Thursday,1
68,705,8/23/2018,Thursday,1
74,253,8/23/2018,Thursday,1
75,479,8/23/2018,Thursday,1
79,898,8/23/2018,Thursday,1
87,354,8/23/2018,Thursday,1
88,116,8/23/2018,Thursday,1
90,881,8/23/2018,Thursday,1
